Transaction ID,Data
101,soda
101,coke
102,tuna
102,prosciutto
102,olives
102,ham
102,turkey
102,peppers
102,gelato
103,tuna
103,prosciutto
103,olives
103,ham
103,turkey
103,sarsaparilla
103,sarsaparilla
104,risotto
104,soda
104,tuna
104,crackers
104,peroni
104,peppers
104,pretzels
105,avocado
105,crackers
105,hummus
105,peroni
105,ham
105,prosciutto
105,pretzels
106,tuna
106,prosciutto
106,apples
106,olives
106,steak
106,risotto
106,ham
107,prosciutto
107,peppers
107,sarsaparilla
107,crackers
107,chicken
107,risotto
107,tuna
108,pretzels
108,peroni
108,chicken
108,coke
108,gelato
108,ham
108,prosciutto
109,risotto
109,tuna
109,avocado
109,hummus
109,peroni
109,ham
109,prosciutto
110,soda
110,olives
110,sarsaparilla
110,crackers
110,peroni
110,avocado
110,chicken
111,risotto
111,pretzels
111,apples
111,peppers
111,avocado
111,peroni
111,tuna
112,pretzels
112,peroni
112,chicken
112,coke
112,gelato
112,moscato
112,olives
113,risotto
113,pretzels
113,apples
113,peppers
113,avocado
113,chicken
113,turkey
114,pretzels
114,peroni
114,chicken
114,coke
114,gelato
114,turkey
114,tuna
115,olives
115,sarsaparilla
115,coke
115,turkey
115,gelato
115,steak
115,peroni
116,soda
116,olives
116,sarsaparilla
116,crackers
116,peroni
116,ham
116,avocado
117,tuna
117,prosciutto
117,olives
117,ham
117,turkey
117,sarsaparilla
117,pretzels
118,pretzels
118,peroni
118,chicken
118,coke
118,gelato
118,apples
118,apples
119,olives
119,sarsaparilla
119,coke
119,turkey
119,gelato
119,tuna
119,ham
120,tuna
120,prosciutto
120,apples
120,olives
120,steak
120,chicken
120,ham
121,risotto
121,tuna
121,avocado
121,hummus
121,peroni
121,chicken
121,crackers
122,risotto
122,pretzels
122,apples
122,peppers
122,avocado
122,chicken
122,hummus
123,risotto
123,soda
123,tuna
123,crackers
123,peroni
123,sarsaparilla
123,peppers
124,soda
124,olives
124,sarsaparilla
124,crackers
124,peroni
124,gelato
124,pretzels
125,risotto
125,tuna
125,avocado
125,hummus
125,peroni
125,soda
125,chicken
126,prosciutto
126,peppers
126,sarsaparilla
126,crackers
126,chicken
126,soda
126,gelato
127,tuna
127,prosciutto
127,olives
127,ham
127,turkey
127,crackers
127,steak
128,olives
128,sarsaparilla
128,coke
128,turkey
128,gelato
128,peppers
128,chicken
129,soda
129,olives
129,sarsaparilla
129,crackers
129,peroni
129,coke
129,chicken
130,olives
130,sarsaparilla
130,coke
130,turkey
130,gelato
130,peppers
130,avocado
131,avocado
131,crackers
131,hummus
131,peroni
131,ham
131,chicken
131,prosciutto
132,risotto
132,soda
132,tuna
132,crackers
132,peroni
132,avocado
132,chicken
133,tuna
133,prosciutto
133,olives
133,ham
133,turkey
133,apples
133,steak
134,soda
134,olives
134,sarsaparilla
134,crackers
134,peroni
134,ham
134,tuna
135,risotto
135,tuna
135,avocado
135,hummus
135,peroni
135,apples
135,turkey
136,pretzels
136,peroni
136,chicken
136,coke
136,gelato
136,tuna
136,peppers
137,olives
137,sarsaparilla
137,coke
137,turkey
137,gelato
137,crackers
137,risotto
138,tuna
138,prosciutto
138,olives
138,ham
138,turkey
138,chicken
138,gelato
139,pretzels
139,peroni
139,chicken
139,coke
139,gelato
139,turkey
139,ham
140,avocado
140,crackers
140,hummus
140,peroni
140,ham
140,chicken
140,prosciutto
141,risotto
141,tuna
141,avocado
141,hummus
141,peroni
141,chicken
141,peppers
142,soda
142,olives
142,sarsaparilla
142,crackers
142,peroni
142,moscato
142,avocado
143,pretzels
143,peroni
143,chicken
143,coke
143,gelato
143,apples
143,soda
144,avocado
144,crackers
144,hummus
144,peroni
144,ham
144,moscato
144,coke
145,risotto
145,tuna
145,avocado
145,hummus
145,peroni
145,sarsaparilla
145,apples
146,tuna
146,prosciutto
146,olives
146,ham
146,turkey
146,coke
146,peroni
147,avocado
147,crackers
147,hummus
147,peroni
147,ham
147,olives
147,chicken
148,soda
148,olives
148,sarsaparilla
148,crackers
148,peroni
148,apples
148,prosciutto
149,olives
149,sarsaparilla
149,coke
149,turkey
149,gelato
149,moscato
149,soda
150,avocado
150,crackers
150,hummus
150,peroni
150,ham
150,steak
150,chicken
151,tuna
151,prosciutto
151,olives
151,ham
151,turkey
151,soda
151,crackers
152,prosciutto
152,peppers
152,sarsaparilla
152,crackers
152,chicken
152,steak
152,apples
153,risotto
153,soda
153,tuna
153,crackers
153,peroni
153,avocado
153,turkey
154,olives
154,sarsaparilla
154,coke
154,turkey
154,gelato
154,hummus
154,apples
155,risotto
155,pretzels
155,apples
155,peppers
155,avocado
155,steak
155,turkey
156,prosciutto
156,peppers
156,sarsaparilla
156,crackers
156,chicken
156,pretzels
156,olives
157,risotto
157,tuna
157,avocado
157,hummus
157,peroni
157,olives
157,sarsaparilla
158,avocado
158,crackers
158,hummus
158,peroni
158,ham
158,turkey
158,gelato
159,prosciutto
159,peppers
159,sarsaparilla
159,crackers
159,chicken
159,tuna
159,pretzels
160,tuna
160,prosciutto
160,olives
160,ham
160,turkey
160,hummus
160,chicken
161,tuna
161,prosciutto
161,apples
161,olives
161,steak
161,peppers
161,peppers
162,risotto
162,pretzels
162,apples
162,peppers
162,avocado
162,olives
162,hummus
163,risotto
163,tuna
163,avocado
163,hummus
163,peroni
163,chicken
163,sarsaparilla
164,risotto
164,pretzels
164,apples
164,peppers
164,avocado
164,ham
164,coke
165,pretzels
165,peroni
165,chicken
165,coke
165,gelato
165,sarsaparilla
165,avocado
166,avocado
166,crackers
166,hummus
166,peroni
166,ham
166,moscato
166,chicken
167,tuna
167,prosciutto
167,olives
167,ham
167,turkey
167,soda
167,peppers
168,prosciutto
168,peppers
168,sarsaparilla
168,crackers
168,chicken
168,tuna
168,soda
169,tuna
169,prosciutto
169,olives
169,ham
169,turkey
169,gelato
169,pretzels
170,avocado
170,crackers
170,hummus
170,peroni
170,ham
170,sarsaparilla
170,soda
171,avocado
171,crackers
171,hummus
171,peroni
171,ham
171,pretzels
171,peppers
172,prosciutto
172,peppers
172,sarsaparilla
172,crackers
172,chicken
172,peroni
172,ham
173,risotto
173,tuna
173,avocado
173,hummus
173,peroni
173,olives
173,peppers
174,soda
174,olives
174,sarsaparilla
174,crackers
174,peroni
174,prosciutto
174,risotto
175,olives
175,sarsaparilla
175,coke
175,turkey
175,gelato
175,steak
175,peroni
176,risotto
176,soda
176,tuna
176,crackers
176,peroni
176,sarsaparilla
176,prosciutto
177,pretzels
177,peroni
177,chicken
177,coke
177,gelato
177,crackers
177,ham
178,tuna
178,prosciutto
178,apples
178,olives
178,steak
178,avocado
178,avocado
179,prosciutto
179,peppers
179,sarsaparilla
179,crackers
179,chicken
179,ham
179,tuna
180,risotto
180,soda
180,tuna
180,crackers
180,peroni
180,olives
180,gelato
181,olives
181,sarsaparilla
181,coke
181,turkey
181,gelato
181,peppers
181,steak
182,tuna
182,prosciutto
182,apples
182,olives
182,steak
182,sarsaparilla
182,peroni
183,risotto
183,pretzels
183,apples
183,peppers
183,avocado
183,crackers
183,olives
184,prosciutto
184,peppers
184,sarsaparilla
184,crackers
184,chicken
184,turkey
184,apples
185,avocado
185,crackers
185,hummus
185,peroni
185,ham
185,steak
185,soda
186,tuna
186,prosciutto
186,olives
186,ham
186,turkey
186,risotto
186,peroni
187,avocado
187,crackers
187,hummus
187,peroni
187,ham
187,apples
187,chicken
188,risotto
188,soda
188,tuna
188,crackers
188,peroni
188,moscato
188,coke
189,pretzels
189,peroni
189,chicken
189,coke
189,gelato
189,tuna
189,sarsaparilla
190,pretzels
190,peroni
190,chicken
190,coke
190,gelato
190,tuna
190,apples
191,olives
191,sarsaparilla
191,coke
191,turkey
191,gelato
191,crackers
191,steak
192,tuna
192,prosciutto
192,apples
192,olives
192,steak
192,sarsaparilla
192,peppers
193,avocado
193,crackers
193,hummus
193,peroni
193,ham
193,sarsaparilla
193,tuna
194,risotto
194,tuna
194,avocado
194,hummus
194,peroni
194,moscato
194,pretzels
195,olives
195,sarsaparilla
195,coke
195,turkey
195,gelato
195,moscato
195,peroni
196,tuna
196,prosciutto
196,olives
196,ham
196,turkey
196,gelato
196,soda
197,tuna
197,prosciutto
197,apples
197,olives
197,steak
197,peroni
197,ham
198,olives
198,sarsaparilla
198,coke
198,turkey
198,gelato
198,peppers
198,hummus
199,pretzels
199,peroni
199,chicken
199,coke
199,gelato
199,moscato
199,olives
200,olives
200,sarsaparilla
200,coke
200,turkey
200,gelato
200,peroni
200,crackers
201,prosciutto
201,peppers
201,sarsaparilla
201,crackers
201,chicken
201,ham
201,soda
202,risotto
202,tuna
202,avocado
202,hummus
202,peroni
202,steak
202,pretzels
203,tuna
203,prosciutto
203,apples
203,olives
203,steak
203,chicken
203,coke
204,risotto
204,pretzels
204,apples
204,peppers
204,avocado
204,peroni
204,gelato
205,tuna
205,prosciutto
205,olives
205,ham
205,turkey
205,avocado
205,steak
206,avocado
206,crackers
206,hummus
206,peroni
206,ham
206,gelato
206,pretzels
207,tuna
207,prosciutto
207,apples
207,olives
207,steak
207,pretzels
207,sarsaparilla
208,risotto
208,pretzels
208,apples
208,peppers
208,avocado
208,steak
208,gelato
209,avocado
209,crackers
209,hummus
209,peroni
209,ham
209,pretzels
209,prosciutto
210,prosciutto
210,peppers
210,sarsaparilla
210,crackers
210,chicken
210,coke
210,tuna
211,risotto
211,pretzels
211,apples
211,peppers
211,avocado
211,prosciutto
211,soda
212,avocado
212,crackers
212,hummus
212,peroni
212,ham
212,soda
212,coke
213,risotto
213,tuna
213,avocado
213,hummus
213,peroni
213,soda
213,gelato
214,risotto
214,tuna
214,avocado
214,hummus
214,peroni
214,chicken
214,coke
215,pretzels
215,peroni
215,chicken
215,coke
215,gelato
215,hummus
215,risotto
216,olives
216,sarsaparilla
216,coke
216,turkey
216,gelato
216,peroni
216,risotto
217,tuna
217,prosciutto
217,apples
217,olives
217,steak
217,crackers
217,chicken
218,risotto
218,tuna
218,avocado
218,hummus
218,peroni
218,apples
218,peppers
219,tuna
219,prosciutto
219,apples
219,olives
219,steak
219,ham
219,peroni
220,tuna
220,prosciutto
220,apples
220,olives
220,steak
220,moscato
220,avocado
221,pretzels
221,peroni
221,chicken
221,coke
221,gelato
221,olives
221,soda
222,soda
222,olives
222,sarsaparilla
222,crackers
222,peroni
222,turkey
222,steak
223,soda
223,olives
223,sarsaparilla
223,crackers
223,peroni
223,turkey
223,prosciutto
224,tuna
224,prosciutto
224,apples
224,olives
224,steak
224,pretzels
224,gelato
225,soda
225,olives
225,sarsaparilla
225,crackers
225,peroni
225,pretzels
225,chicken
226,pretzels
226,peroni
226,chicken
226,coke
226,gelato
226,apples
226,hummus
227,prosciutto
227,peppers
227,sarsaparilla
227,crackers
227,chicken
227,turkey
227,apples
228,olives
228,sarsaparilla
228,coke
228,turkey
228,gelato
228,ham
228,risotto
229,risotto
229,soda
229,tuna
229,crackers
229,peroni
229,turkey
229,turkey
230,olives
230,sarsaparilla
230,coke
230,turkey
230,gelato
230,hummus
230,apples
231,avocado
231,crackers
231,hummus
231,peroni
231,ham
231,turkey
231,olives
232,tuna
232,prosciutto
232,apples
232,olives
232,steak
232,avocado
232,sarsaparilla
233,risotto
233,tuna
233,avocado
233,hummus
233,peroni
233,soda
233,olives
234,tuna
234,prosciutto
234,apples
234,olives
234,steak
234,peppers
234,peppers
235,tuna
235,prosciutto
235,apples
235,olives
235,steak
235,hummus
235,avocado
236,risotto
236,tuna
236,avocado
236,hummus
236,peroni
236,crackers
236,apples
237,avocado
237,crackers
237,hummus
237,peroni
237,ham
237,moscato
237,steak
238,risotto
238,tuna
238,avocado
238,hummus
238,peroni
238,sarsaparilla
238,ham
239,avocado
239,crackers
239,hummus
239,peroni
239,ham
239,sarsaparilla
239,apples
240,tuna
240,prosciutto
240,apples
240,olives
240,steak
240,risotto
240,sarsaparilla
241,risotto
241,pretzels
241,apples
241,peppers
241,avocado
241,olives
241,crackers
242,risotto
242,pretzels
242,apples
242,peppers
242,avocado
242,sarsaparilla
242,sarsaparilla
243,pretzels
243,peroni
243,chicken
243,coke
243,gelato
243,peppers
243,sarsaparilla
244,pretzels
244,peroni
244,chicken
244,coke
244,gelato
244,tuna
244,apples
245,avocado
245,crackers
245,hummus
245,peroni
245,ham
245,apples
245,gelato
246,pretzels
246,peroni
246,chicken
246,coke
246,gelato
246,sarsaparilla
246,hummus
247,olives
247,sarsaparilla
247,coke
247,turkey
247,gelato
247,risotto
247,steak
248,olives
248,sarsaparilla
248,coke
248,turkey
248,gelato
248,crackers
248,chicken
249,risotto
249,tuna
249,avocado
249,hummus
249,peroni
249,steak
249,prosciutto
250,pretzels
250,peroni
250,chicken
250,coke
250,gelato
250,apples
250,turkey
251,olives
251,sarsaparilla
251,coke
251,turkey
251,gelato
251,soda
251,pretzels
252,tuna
252,prosciutto
252,apples
252,olives
252,steak
252,moscato
252,hummus
253,avocado
253,crackers
253,hummus
253,peroni
253,ham
253,prosciutto
253,chicken
254,risotto
254,soda
254,tuna
254,crackers
254,peroni
254,avocado
254,hummus
255,olives
255,sarsaparilla
255,coke
255,turkey
255,gelato
255,moscato
255,ham
256,avocado
256,crackers
256,hummus
256,peroni
256,ham
256,tuna
256,gelato
257,pretzels
257,peroni
257,chicken
257,coke
257,gelato
257,hummus
257,steak
258,soda
258,olives
258,sarsaparilla
258,crackers
258,peroni
258,chicken
258,tuna
259,risotto
259,tuna
259,avocado
259,hummus
259,peroni
259,moscato
259,soda
260,soda
260,olives
260,sarsaparilla
260,crackers
260,peroni
260,avocado
260,avocado
261,risotto
261,pretzels
261,apples
261,peppers
261,avocado
261,sarsaparilla
261,hummus
262,pretzels
262,peroni
262,chicken
262,coke
262,gelato
262,tuna
262,ham
263,risotto
263,pretzels
263,apples
263,peppers
263,avocado
263,hummus
263,soda
264,tuna
264,prosciutto
264,olives
264,ham
264,turkey
264,sarsaparilla
264,peppers
265,prosciutto
265,peppers
265,sarsaparilla
265,crackers
265,chicken
265,risotto
265,peroni
266,tuna
266,prosciutto
266,olives
266,ham
266,turkey
266,peroni
266,sarsaparilla
267,soda
267,olives
267,sarsaparilla
267,crackers
267,peroni
267,peppers
267,avocado
268,risotto
268,soda
268,tuna
268,crackers
268,peroni
268,hummus
268,avocado
269,pretzels
269,peroni
269,chicken
269,coke
269,gelato
269,sarsaparilla
269,prosciutto
270,olives
270,sarsaparilla
270,coke
270,turkey
270,gelato
270,apples
270,peppers
271,risotto
271,pretzels
271,apples
271,peppers
271,avocado
271,prosciutto
271,crackers
272,avocado
272,crackers
272,hummus
272,peroni
272,ham
272,steak
272,prosciutto
273,soda
273,olives
273,sarsaparilla
273,crackers
273,peroni
273,steak
273,gelato
274,avocado
274,crackers
274,hummus
274,peroni
274,ham
274,soda
274,steak
275,soda
275,olives
275,sarsaparilla
275,crackers
275,peroni
275,ham
275,risotto
276,risotto
276,pretzels
276,apples
276,peppers
276,avocado
276,crackers
276,steak
277,soda
277,olives
277,sarsaparilla
277,crackers
277,peroni
277,steak
277,steak
278,tuna
278,prosciutto
278,apples
278,olives
278,steak
278,gelato
278,coke
279,prosciutto
279,peppers
279,sarsaparilla
279,crackers
279,chicken
279,ham
279,peroni
280,pretzels
280,peroni
280,chicken
280,coke
280,gelato
280,crackers
280,soda
281,tuna
281,prosciutto
281,olives
281,ham
281,turkey
281,chicken
281,coke
282,risotto
282,pretzels
282,apples
282,peppers
282,avocado
282,steak
282,crackers
283,tuna
283,prosciutto
283,apples
283,olives
283,steak
283,hummus
283,hummus
284,tuna
284,prosciutto
284,apples
284,olives
284,steak
284,moscato
284,ham
285,olives
285,sarsaparilla
285,coke
285,turkey
285,gelato
285,pretzels
285,peroni
286,avocado
286,crackers
286,hummus
286,peroni
286,ham
286,moscato
286,chicken
287,olives
287,sarsaparilla
287,coke
287,turkey
287,gelato
287,apples
287,risotto
288,tuna
288,prosciutto
288,olives
288,ham
288,turkey
288,avocado
288,peroni
289,risotto
289,soda
289,tuna
289,crackers
289,peroni
289,peppers
289,avocado
290,tuna
290,prosciutto
290,apples
290,olives
290,steak
290,ham
290,risotto
291,tuna
291,prosciutto
291,apples
291,olives
291,steak
291,soda
291,risotto
292,soda
292,olives
292,sarsaparilla
292,crackers
292,peroni
292,chicken
292,apples
293,tuna
293,prosciutto
293,olives
293,ham
293,turkey
293,risotto
293,soda
294,risotto
294,soda
294,tuna
294,crackers
294,peroni
294,gelato
294,avocado
295,risotto
295,tuna
295,avocado
295,hummus
295,peroni
295,gelato
295,ham
296,prosciutto
296,peppers
296,sarsaparilla
296,crackers
296,chicken
296,steak
296,ham
297,risotto
297,pretzels
297,apples
297,peppers
297,avocado
297,sarsaparilla
297,hummus
298,pretzels
298,peroni
298,chicken
298,coke
298,gelato
298,moscato
298,prosciutto
299,tuna
299,prosciutto
299,apples
299,olives
299,steak
299,avocado
299,hummus
300,risotto
300,tuna
300,avocado
300,hummus
300,peroni
300,chicken
300,turkey
301,pretzels
301,peroni
301,chicken
301,coke
301,gelato
301,steak
301,tuna
302,risotto
302,pretzels
302,apples
302,peppers
302,avocado
302,prosciutto
302,steak
303,risotto
303,soda
303,tuna
303,crackers
303,peroni
303,sarsaparilla
303,pretzels
304,prosciutto
304,peppers
304,sarsaparilla
304,crackers
304,chicken
304,apples
304,peroni
305,tuna
305,prosciutto
305,olives
305,ham
305,turkey
305,peppers
305,crackers
306,tuna
306,prosciutto
306,apples
306,olives
306,steak
306,moscato
306,coke
307,tuna
307,prosciutto
307,apples
307,olives
307,steak
307,soda
307,hummus
308,pretzels
308,peroni
308,chicken
308,coke
308,gelato
308,tuna
308,crackers
309,prosciutto
309,peppers
309,sarsaparilla
309,crackers
309,chicken
309,pretzels
309,ham
310,risotto
310,soda
310,tuna
310,crackers
310,peroni
310,turkey
310,steak
311,tuna
311,prosciutto
311,olives
311,ham
311,turkey
311,coke
311,pretzels
312,risotto
312,soda
312,tuna
312,crackers
312,peroni
312,apples
312,ham
313,risotto
313,pretzels
313,apples
313,peppers
313,avocado
313,soda
313,chicken
314,tuna
314,prosciutto
314,apples
314,olives
314,steak
314,peroni
314,pretzels
315,tuna
315,prosciutto
315,apples
315,olives
315,steak
315,turkey
315,coke
316,tuna
316,prosciutto
316,olives
316,ham
316,turkey
316,apples
316,steak
317,olives
317,sarsaparilla
317,coke
317,turkey
317,gelato
317,ham
317,prosciutto
318,olives
318,sarsaparilla
318,coke
318,turkey
318,gelato
318,peroni
318,risotto
319,tuna
319,prosciutto
319,olives
319,ham
319,turkey
319,crackers
319,avocado
320,risotto
320,tuna
320,avocado
320,hummus
320,peroni
320,peppers
320,steak
321,prosciutto
321,peppers
321,sarsaparilla
321,crackers
321,chicken
321,olives
321,turkey
322,risotto
322,pretzels
322,apples
322,peppers
322,avocado
322,moscato
322,peroni
323,tuna
323,prosciutto
323,olives
323,ham
323,turkey
323,steak
323,steak
324,risotto
324,soda
324,tuna
324,crackers
324,peroni
324,peppers
324,peppers
325,pretzels
325,peroni
325,chicken
325,coke
325,gelato
325,ham
325,sarsaparilla
326,pretzels
326,peroni
326,chicken
326,coke
326,gelato
326,soda
326,avocado
327,prosciutto
327,peppers
327,sarsaparilla
327,crackers
327,chicken
327,turkey
